epoch,lr,loss,iou,val_loss,val_iou,val_dice,epoch_time
0,0.0001,0.608922831231915,0.6050908909532496,0.38725532829761505,0.6788400415920222,0.7955457721846375,667.5375061035156
1,0.0001,0.37779579960219684,0.6896502605209293,0.37639181315898895,0.6957393656191786,0.8095697350363286,174.3406810760498
2,0.0001,0.34211030282972316,0.7121774769359177,0.3463848841190338,0.7224806534551148,0.8321288207633079,183.04432249069214
3,0.0001,0.3145861485942861,0.7315075840099365,0.3911905539035797,0.6981360158549716,0.8113458939509707,179.40574097633362
4,0.0001,0.30788247908155125,0.7386093595211147,0.3822556006908417,0.6991284368830121,0.8122375890941872,182.4503688812256
5,0.0001,0.28940029844979254,0.7469370225596549,0.36167390167713165,0.7074186650248164,0.8226850702387428,187.9486734867096
6,0.0001,0.2790655883866992,0.7545567513912071,0.33502533435821535,0.727308877461637,0.8319155921178677,182.99590301513672
7,0.0001,0.2691045406373959,0.764719276864539,0.3847920849919319,0.7164055091355259,0.8276225601221047,181.2236726284027
8,0.0001,0.26875788747396284,0.7631551938038708,0.3360776177048683,0.7314112989939794,0.8392993094506008,181.07816362380981
9,0.0001,0.2580581627979055,0.773871495931129,0.28312906980514524,0.7471870082882474,0.8513457186864192,182.32887887954712
10,0.0001,0.24949905105103953,0.7753486824946617,0.26907491564750674,0.7509929337864524,0.8555337860485734,175.38950490951538
11,0.0001,0.2448851019746856,0.7818026614256622,0.29165043354034426,0.7487124184859125,0.8509095028066019,182.51942491531372
12,0.0001,0.24489980791981744,0.7780078563954259,0.2641827195882797,0.7657836071334665,0.8621187551310051,180.18379759788513
13,0.0001,0.2345052203073085,0.7867556079228604,0.2895060813426971,0.736881181589944,0.8447541999678507,186.378657579422
14,0.0001,0.233276358760387,0.7835627233744439,0.2587335655093193,0.7597575987815864,0.8603509685523233,175.79758095741272
15,0.0001,0.22898875169673014,0.7914542585650307,0.28807115644216535,0.7491352802723587,0.8512321879317333,189.9833526611328
16,0.0001,0.23470183639729872,0.7884462224212034,0.2504188677668571,0.7652794295729664,0.8643294919313721,181.14517951011658
17,0.0001,0.228870735548943,0.7920046299130502,0.25788750767707824,0.7659482968288728,0.865021328928388,182.79080963134766
18,0.0001,0.22233105271234868,0.7933368759329321,0.26352848201990126,0.7693397740110228,0.865201108260667,176.91594290733337
19,0.0001,0.22337986128012918,0.7968107550293061,0.2687599423527718,0.7524055642981728,0.8543311885107242,187.10791683197021
20,0.0001,0.21949481941205012,0.7972733930090546,0.243754064142704,0.7755531523274294,0.8705092293529947,182.54382348060608
21,0.0001,0.21593981995744613,0.7973525909517691,0.2587404984235764,0.756475680202941,0.8578019531009291,182.98207116127014
22,0.0001,0.21304753051413688,0.8033158077816605,0.25621453434228897,0.7666538096256914,0.8648709927471727,183.65381598472595
23,0.0001,0.21644757826688993,0.8000140019676548,0.2542140805721283,0.7711628709444232,0.8669225793908901,181.30370903015137
24,0.0001,0.2126496210694313,0.8030655760182356,0.25941727817058563,0.7691328180274577,0.864804902016476,178.05950951576233
25,0.0001,0.21271909872811395,0.800754277056649,0.24670579999685288,0.7813278796046242,0.8750678278613125,180.5676679611206
26,0.0001,0.20671409484854986,0.8036320721758631,0.23906011879444122,0.7837105626026655,0.8766415020999827,177.80773663520813
27,0.0001,0.20628043251491865,0.8079607488966338,0.237775120139122,0.7836363924343107,0.874935246948621,181.5990891456604
28,0.0001,0.20384435817406402,0.80591082002707,0.24108784943819045,0.7742473938306357,0.8703557924566888,182.95491695404053
29,0.0001,0.2057534145691634,0.806617211821448,0.2980167889595032,0.7194754692093731,0.8327706560042654,184.71841311454773
30,0.0001,0.20500883174921508,0.8083495505229575,0.2429129421710968,0.7769488143696012,0.8722758430491159,183.68210101127625
31,0.0001,0.20514047959620513,0.8083145825453957,0.2764288181066513,0.7551260545995063,0.8573880714059494,183.4460368156433
32,0.0001,0.20661490118812204,0.8082980131757063,0.2629522800445557,0.7629160490269001,0.8623313113810318,176.05883860588074
33,0.0001,0.20149162182023803,0.8117071750787,0.24534710109233857,0.780536361917033,0.8729345082824662,180.1913070678711
34,0.0001,0.19782263085149637,0.8127802221999818,0.23679652869701384,0.7806078649497458,0.8739601254389894,184.69059467315674
35,0.0001,0.19696406523386636,0.8113285704264517,0.2392507115006447,0.7727894625105103,0.8681909558254849,181.59756231307983
36,0.0001,0.19794771780522125,0.8134796412303053,0.26944415986537934,0.7532688348595579,0.8562731586699193,175.69514393806458
37,0.0001,0.1962273954248062,0.8116093839447528,0.2669206571578979,0.7612383432862245,0.8616181969782923,184.69007277488708
38,0.0001,0.19456000714698463,0.8160969355408182,0.2707783991098404,0.7584982758861534,0.858495061890129,181.4675464630127
39,0.0001,0.19235582913733223,0.8167606702835758,0.23157528817653655,0.7881732364770752,0.8794707589649583,184.88986253738403
40,0.0001,0.19116525731160997,0.8197804397413825,0.27068798899650576,0.7512625275395163,0.8544744168734255,182.60941219329834
41,0.0001,0.19374865120499843,0.8201901985459991,0.21576409488916398,0.8011751358557078,0.8867605262899646,182.28945541381836
42,0.0001,0.1945846617631735,0.8169326500307564,0.2318561241030693,0.7853382086583643,0.8759051511894608,181.29543614387512
43,0.0001,0.19193973952247295,0.8187355635140201,0.23207560747861863,0.7794014120004985,0.8714235501449445,177.92142176628113
44,0.0001,0.1898055035849991,0.8191586311934087,0.22939243286848068,0.7790562604823819,0.8731070677281175,183.79361009597778
45,0.0001,0.1882865876321075,0.8245815705546575,0.2674777373671532,0.7560644146067398,0.8557667077051464,182.251362323761
46,0.0001,0.19467701426553494,0.8180886098868293,0.24153099626302718,0.7813598877960818,0.8728458524601262,172.98942518234253
47,0.0001,0.18609726611030525,0.8235298935069063,0.24430075466632842,0.7712413827343281,0.8672706639313003,180.8788640499115
48,0.0001,0.1869856584636332,0.8223085807410835,0.23613855510950088,0.7906783615025461,0.8805393004320133,183.69732666015625
49,0.0001,0.1877071218426463,0.8227195286108117,0.22594095647335052,0.7859769137044053,0.877506486926072,177.72830152511597
50,0.0001,0.1885839659286645,0.8216622587215666,0.21929308295249939,0.7932547563455367,0.8820202870942937,181.9747130870819
51,0.0001,0.18722189883897414,0.8202950546165335,0.25345013558864593,0.7766184629623549,0.8707873077008124,183.351708650589
52,0.0001,0.17878526303326428,0.8278186866282932,0.25342550456523893,0.7677991125240184,0.863338730439135,185.35066723823547
53,0.0001,0.18253652357818817,0.826164493186857,0.22147831916809083,0.7938115649621926,0.8816998731373125,180.4382607936859
54,0.0001,0.183341517429618,0.826228355981563,0.2453907310962677,0.7760823668132736,0.8711311041330758,185.8573591709137
55,0.0001,0.18126742811240618,0.8250108718392792,0.21411360383033753,0.7972768344289453,0.8846274499467007,188.34176206588745
