epoch,lr,loss,iou,val_loss,val_iou,val_dice,epoch_time
0,0.0001,0.9933627090956035,0.3550267812165255,1.0358222579956056,0.015383680140827456,0.030300559271538338,169.619713306427
1,0.0001,0.8673294280704699,0.5979621736297465,0.8924274849891662,0.45767894603350207,0.6269171544289835,161.41641902923584
2,0.0001,0.7595446109771729,0.6607433208821296,0.718028130531311,0.5346452861246663,0.6864435492429944,160.34283447265625
3,0.0001,0.6442879830536089,0.7040671863937745,0.6757665014266968,0.47284685203638593,0.6347524154090465,156.75447821617126
4,0.0001,0.5421384769050699,0.7195749108761256,0.8191559028625488,0.2771951127627974,0.4305315107298918,161.86783814430237
5,0.0001,0.44264035240599986,0.7364579823168256,0.7524984955787659,0.38298715395355454,0.5469931987213968,158.10054469108582
6,0.0001,0.37922499995482595,0.7419818028256993,0.9403455018997192,0.3198834813570207,0.471743163858277,157.1510043144226
7,0.0001,0.3390908515767047,0.7490668675722032,1.3412206268310547,0.07827523240140943,0.14502602658252403,160.01343250274658
8,0.0001,0.3124749315412421,0.754973925359919,1.1715424251556397,0.24078931815926002,0.37196518062141515,154.99693179130554
9,0.0001,0.29346577548667,0.7620475860494852,1.1685102081298828,0.26397753992004896,0.3995851906201773,156.79498720169067
10,0.0001,0.2762123750228631,0.7657894592997622,1.0388945960998535,0.29793259031106734,0.44944149775112163,156.0763611793518
11,0.0001,0.2623944619768544,0.7788519312330796,1.3512224292755126,0.13600043406197918,0.23176397189846962,154.17544436454773
12,0.0001,0.24977526774531916,0.7834394051270271,1.3315487575531006,0.11805431253611876,0.21110246746050065,159.42652988433838
13,0.0001,0.2478878694145303,0.7816734329709644,0.9289613103866577,0.3694284705896729,0.5303854284437307,159.5079472064972
14,0.0001,0.2383224521028368,0.7875753638754758,1.4795164680480957,0.07726593778594777,0.14224044402615824,154.36051487922668
15,0.0001,0.2393940906775625,0.7851260701824788,0.7750006484985351,0.44955319694870355,0.6142790623274516,151.4815788269043
16,0.0001,0.23117503563040182,0.7907521041576054,1.0614641857147218,0.3571053804840587,0.5049243188740639,155.99986147880554
17,0.0001,0.22469633190255417,0.796241260382454,1.3294395685195923,0.1482362826335416,0.25419514192563714,158.56365776062012
18,0.0001,0.22045540339068362,0.7985052659867268,0.828185567855835,0.4294001433122145,0.5937823444555703,154.8573396205902
19,0.0001,0.22178087932498833,0.7962894736265621,0.9123301267623901,0.38939997581506125,0.55348645701725,163.7628836631775
20,0.0001,0.22488222388844742,0.7943588938772339,0.7782436418533325,0.4471903345191602,0.6114864065679613,157.72838306427002
21,0.0001,0.22161477921824707,0.7960089533238947,1.0723719167709351,0.24030770381015615,0.3870895846709076,159.72153282165527
22,0.0001,0.2264409461303761,0.7934026241628143,0.7107202959060669,0.4504765745378752,0.619811970971734,156.9370789527893
23,0.0001,0.20750025502945246,0.8061164158985693,0.994735975265503,0.32165484508073844,0.48264208150524324,159.88010144233704
24,0.0001,0.20545523143128344,0.8094476484643557,1.0134879112243653,0.27670852928696915,0.4324077444560932,161.6859860420227
25,0.0001,0.2073122341381876,0.8069919996361887,0.7588095378875732,0.45518622603735615,0.6216445411270919,157.66710138320923
26,0.0001,0.20260120418510938,0.8100885335016517,1.1905859041213989,0.29008503636768634,0.43802089372510594,158.21752285957336
27,0.0001,0.20596239990309664,0.8094177810960256,0.6650672149658203,0.5272275997090632,0.685357071400809,149.90085697174072
28,0.0001,0.20071197026654294,0.8098622187449412,0.8190162992477417,0.4054112907650619,0.5756173631377633,161.61171174049377
29,0.0001,0.1941204169078877,0.8175631318055302,0.5300629186630249,0.5975518926905362,0.7443638961051662,151.0479543209076
30,0.0001,0.19781656406427683,0.8151040169262255,0.8392454648017883,0.38697306213144705,0.5556846346182605,160.9137134552002
31,0.0001,0.1991322464064548,0.8126709176737101,0.913637080192566,0.33048304205951645,0.49589517319934856,153.4556450843811
32,0.0001,0.19533352436203705,0.8155176140686402,0.7268830847740173,0.46664379514242066,0.6344227369928997,153.92492008209229
33,0.0001,0.19621123216654124,0.8139772248180709,0.8176219940185547,0.3832488365560755,0.5537206818726953,160.69285607337952
34,0.0001,0.19739069515152982,0.8139116099962442,0.5537718343734741,0.6047540340155799,0.7472783230640636,155.99321103096008
35,0.0001,0.19105607937825353,0.821284716867926,0.7549994373321534,0.4192933306535569,0.5907235787652118,159.6721761226654
36,0.0001,0.18682999752069773,0.8240057598827173,0.49910483837127684,0.6209241984503591,0.7604397376401821,153.9766297340393
37,0.0001,0.1874574073835423,0.8213424692719953,0.5690073919296265,0.5960882602663118,0.7414040322932403,163.708078622818
38,0.0001,0.18701894502890737,0.8251776407320655,0.4178582239151001,0.6704985574479498,0.8008836024478418,158.38706874847412
39,0.0001,0.19112586975097656,0.8185457391881664,0.6751490402221679,0.5543754230958258,0.7046814790175986,161.9531536102295
40,0.0001,0.18699787243416435,0.8225757807250659,0.5034888029098511,0.6227407506985507,0.764892774697426,168.1833634376526
41,0.0001,0.19067129767254778,0.8226461307823211,0.5006936287879944,0.6234241793517409,0.7642725915988493,157.4987633228302
42,0.0001,0.18281534196514831,0.8287454114394727,0.5085833978652954,0.590089756944336,0.740921591785323,155.89775466918945
43,0.0001,0.18547254879223674,0.8258893360840208,0.47689619541168216,0.6528972392325282,0.7832198337432752,151.62985610961914
44,0.0001,0.1817059752188231,0.8294128145056238,0.40486093163490294,0.6786378457082841,0.8063455736720629,164.2675061225891
45,0.0001,0.17999200424865672,0.8293710816500776,0.3900015199184418,0.6845886827555829,0.810433466153543,155.32860803604126
46,0.0001,0.17934205971266093,0.8308384289678837,0.7140930819511414,0.47530995363188355,0.6402978835051643,150.62063765525818
47,0.0001,0.17791710362622612,0.8317839419152313,0.7588010478019714,0.44127378345477547,0.6122312815712628,154.09423685073853
48,0.0001,0.17431645016921193,0.8342628302550604,0.8686543083190919,0.4027215607794085,0.5689780642323029,166.7041232585907
49,0.0001,0.17486275771730825,0.8347553334043345,0.5269690370559692,0.6054591635731298,0.7507291844233847,157.55246996879578
50,0.0001,0.17697224138598694,0.8329425572329603,0.8285856652259826,0.40292289580233404,0.5742021737455099,164.27936387062073
51,0.0001,0.17927710515888115,0.8297779689477442,0.5025878739356995,0.6537499180554708,0.7832126941083096,157.82013964653015
